fish	/fiʃ/	n.(pl.fish(es))鱼;鱼肉v.捕鱼;钓鱼
obstruct	/əb'strʌkt,ɔb-/	v.阻隔,阻塞(道路、通道等)n.阻碍物,障碍物
obstruction	/əb'strʌkʃən,ɔb-/	n.妨碍,障碍物
obtain	/əb'tein,ɔb-/	v.获得,得到
obvious	/'ɔbviəs/	a.明显的,显而易见的
occasion	/ə'keiʒən,əu-/	n.场合,时节,时刻;时机,机会
occasional	/ə'keiʒənəl,əu-/	a.偶然的,非经常的,特殊场合的;临时的
occupation	/,ɔkju'peiʃən/	n.占领,占据;占用;职业,工作
occupy	/'ɔkjupai/	v.占,占用;占据,占领;使忙碌,使从事
occur	/ə'kə:/	v.发生,出现;存在;想起,想到
occurrence	/ə'kə:rəns,-'kʌ-/	n.发生,出现;事件,事故,发生的事情
ocean	/'əuʃən/	n.海洋
o'clock	/ə'klɔk,əu-/	ad.(…)点钟(与1至12数字连用)
October	/ɑːkˈtoʊbər/	n.十月
odd	/ɔd/	a.奇数的;奇怪的;单只的;临时的;带零头的
odds	/ɔdz/	n.不平等,差异;机会
odor	/'əudə/	n.(odour)气味,香味,臭味,名声
of	/ɔv,əv,v,f/	prep.…的;在…之中;用…制的;关于…的
off	/ɔ:f,ɔf/	ad.离开;在远处;脱开prep.从,从...离开
offend	/ə'fend/	v.犯罪,冒犯,违反,得罪,使...不愉快
offensive	/ə'fensiv/	a.冒犯的,攻击的n.攻势,进攻
offer	/'ɔfə,'ɔ:-/	v.提供,提议,出现n.出价,提议,意图
office	/'ɔfis,'ɔ:-/	n.办公室,办事处;职务,公职;部,局,处
officer	/'ɔfisə,'ɔ:-/	n.官员,办事员;工作人员;军官
official	/ə'fiʃəl,əu-/	n.官员,行政官员a.官方的,官方的,正式的
offset	/,ɔf'set,'ɔfset,'ɔ:-/	n.分支,补偿v.抵消,补偿
offspring	/'ɔfspriŋ,'ɔ:-/	n.子孙,后代;结果,产物
often	/'ɔfən,'ɔftən,'ɔ:-/	ad.常常,经常,通常
oil	/ɔil/	n.油,石油v.给…加润滑油;涂油,上油
okay	/,o'kɛi/	a.(okey,OK,O.K.)好,行,不错n.同意
old	/əuld/	a.年老的;…岁的;长时间的,老的;过去的
omit	/əu'mit/	v.省略,删去;遗漏,忽略
on	/ɔn,ɔ:n,ən,n/	a.连接上prep.在…上;靠近ad.向前,继续
once	/wʌns/	ad.一次,曾经conj.一(旦)…就…n.一次
one	/wʌn/	num.一pron.一个(只)(表示代替可数的东西)
oneself	/wʌn'self,-zelf/	pron./反身代词/自己;亲自,本人
onion	/'ʌnjən/	n.洋葱
only	/'əunli/	ad.仅仅,只不过a.唯一的conj.可是,不过
onto	/'ɔntu,-tə/	prep.在...上面;到...上面
opaque	/əu'peik/	a.不透明(光)的;难理解的,晦涩的
open	/'əupən/	n.公开,户外a.开的,开放的v.开
opening	/'əupəniŋ/	n.开,开放,开始,空缺,机会a.开始的,开幕的
opera	/'ɔpərə/	n.歌剧
operate	/'ɔpəreit/	v.操作,运转,开动,起作用,动手术
operation	/,ɔpə'reiʃən/	n.运转,开动,操作,手术,运算,经营
operational	/,ɔpə'reiʃənəl/	a.操作的,运转的,起作用的,经营的
operator	/'ɔpəreitə/	n.操作人员,(电话)接线员
opinion	/ə'pinjən/	n.意见,看法,主张
opponent	/ə'pəunənt/	n.对手,反对者,敌手a.对立的,对抗的
opportunity	/,ɔpə'tju:niti/	n.机会
oppose	/ə'pəuz/	v.反对,使对立,使对抗,使相对
opposite	/'ɔpəzit,-sit/	a.对面的,相对的,相反的n.对立面
oppress	/ə'pres/	v.压迫,压制
opt	/ɔpt/	vi.抉择,选择
optical	/'ɔptikəl/	a.眼的,视力的;光学的
optimistic	/,ɔpti'mistik/	a.乐观主义的
optimum	/'ɔptiməm/	a.最适宜的n.最适宜(条件)
option	/'ɔpʃən/	n.选择(权),/商/选择买卖的特权
optional	/'ɔpʃənəl/	a.可以任选的,随意的,非强制的
or	/ɔ:,ə/	conj.或,或者(表示选择);即,大约;否则
oral	/'ɔ:rəl,'ɔ-/	a.口头的
orange	/'ɔrindʒ,'ɔ:-/	n.柑,桔,橙
orbit	/'ɔ:bit/	n.轨道v.(使)沿轨道行
orchard	/'ɔ:tʃəd/	n.果园,果园里的全部果树,<美俚>棒球场
orchestra	/'ɔ:kistrə,-kes-/	n.管弦乐队
order	/'ɔ:də/	n.命令;次序;整齐;定货单;等级v.定制,订购
orderly	/'ɔ:dəli/	a.整齐的,有秩序的,有条理的n.勤务兵
ordinary	/'ɔ:dinəri,-neri-/	a.普通的,平凡的,平常的;平庸的
ore	/ɔ:/	n.矿石,矿砂
organ	/'ɔ:ɡən/	n.器官;机构,机关;风琴
organic	/ɔ:'ɡænik/	a.器官的;有机的;有机体的
organism	/'ɔ:ɡənizəm/	n.生物,有机体
organization	/,ɔ:ɡənai'zeiʃən,-ni'z-/	n.(organization)组织,团体,机构
organize	/'ɔ:ɡənaiz/	v.(organise)组织,编组
orient	/'ɔ:riənt,'əu-,'ɔ:rient/	n.东方,亚洲v.使朝东,为…定位,使适应
oriental	/ˌɔːriˈentl/	a.东方的,东方诸国的n.东方人
orientation	/,ɔ:rien'teiʃən,əu-/	n.方向,方位,定位,倾向性,向东方
origin	/'ɔridʒin,'ɔ:-/	n.起源,由来;出身,来历
original	/ə'ridʒənəl/	a.最初的,原文的;新颖的n.原物,原作,原文
originate	/ə'ridʒəneit/	v.(in,from)起源,发生;首创,创造
ornament	/'ɔ:nəmənt,'ɔ:nəment/	v.装饰,美化n.装饰,装饰物
orphan	/'ɔ:fən/	n.孤儿
orthodox	/'ɔ:θədɔks/	a.传统的,正统的,习惯的,保守的,东正教的
other	/'ʌðə/	a.另外的,其他的n./pron.另一个人(或事)
otherwise	/'ʌðəwaiz/	ad.另样,用别的方法;在其他方面conj.要不然
ought	/ɔ:t/	aux.应该(使用时,之后应接to,再接动词原形)
ounce	/auns/	n.盎司,英两
our	/'auə,ɑ:/	pron./we的所有格/我们的
ours	/'auəz,弱ɑ:z/	pron./we的物主代词/我们的(所有物)
ourselves	/,auə'selvz,,ɑ:-/	pron./反身代词/我们自己;我们亲自
out	/aut/	ad.出去;离家;突出来a.外面的,往外去的
outbreak	/'autbreik,,aut'breik/	n.(战争,愤怒,火灾等的)爆发,(疾病的)发作
outcome	/'autkʌm/	n.结果,成果
outdoor	/'əutdɔ:/	a.室外的,野外的
outer	/'autə/	a.外部的,外面的,外层的
outfit	/'autfit/	n.用具,机构,全套装配v.配备,(得到)装备
outing	/'autiŋ/	n.外出,旅行,散步
outlet	/'autlet,-lit/	n.出路,出口;销路,市场;发泄方法;电源插座
outline	/'autlain/	n.轮廓,略图;大纲,梗概v.概述,略述
outlook	/'autluk,,aut'luk/	n.景色,风光;观点,见解;展望,前景
output	/'autput,,aut'put/	n.产量,输出(量)
outrage	/'autreidʒ/	n.暴行,侮辱,愤怒v.凌辱,引起…义愤,强奸
outset	/'autset/	n.开始,开端
outside	/,aut'said,'aut'said/	ad.向外面n.外部a.外部的prep.在…外
outskirts	/ˈaʊtskɜːrts/	n.郊区
outstanding	/,aut'stændiŋ/	a.突出的,显著的,杰出的
outward	/'autwəd/	a.外面的,公开的,向外的ad.向外,在外n.外表
oval	/'əuvəl/	a.卵形的,椭圆形的n.卵形,椭圆形
oven	/'ʌvən/	n.炉,灶,灶箱
over	/'əuvə/	ad.在上方;遍及地prep.在的上方a.结束的
overall	/'əuvərɔ:l,,əuvə'rɔ:l/	a.全面的,综合的n.(pl.)(套头)工作服
overcoat	/'əuvəkəut/	n.外衣,大衣
overcome	/,əuvə'kʌm/	v.战胜,克服
overflow	/,əuvə'fləu,'əuvəfləu/	v.(使)外溢,(使)溢出;溢出,流出,漫出
overhead	/'əuvəhed,,əuvə'hed/	a.在头顶上的;架空的ad.在头顶上
overhear	/,əuvə'hiə/	v.偶然听到,从旁听到
overlap	/,əuvə'læp,'əuvəlæp/	v.重叠,与…交叠n.重叠
overlook	/,əuvə'luk,'əuvəluk/	v.看漏,忽略;俯瞰,眺望;宽容,放任
overnight	/,əuvə'nait,'əuvənait/	a.通宵的,晚上的ad.在昨夜,一夜工夫,突然
overpass	/'əuvəpɑ:s,-pæs/	n.过街天桥vt.胜过,通过,忽视
overseas	/'əuvə'si:z/	a.外国的,海外的ad.在海外
overtake	/,əuvə'teik/	v.追上,超过,突然降临,压倒
overthrow	/,əuvə'θrəu/	v./n.推翻,颠覆
overtime	/'əuvətaim/	a.超时的,加班的ad.加班
overturn	/,əuvə'tə:n,'əuvətə:n/	n.倾覆,破灭,革命v.打翻,推翻,颠倒,翻倒
overwhelm	/,əuvə'hwelm/	v.淹没,覆没,压倒,制服,使不知所措
overwhelming	/,əuvə'hwelmiŋ/	a.势不可挡的,压倒的
owe	/əu/	v.欠(债等),应向…付出,归功于,得感谢
owing	/'əuiŋ/	a.欠的,未付的
owl	/aul/	n.猫头鹰
own	/əun/	a.(用在所有格后面,加强语气)自己的
owner	/'əunə/	n.物主,所有者
ownership	/'əunəʃip/	n.所有(权),所有制
ox	/ɔks/	n.牛,公牛
oxide	/ˈɑːksaɪd/	n./化/氧化物
oxygen	/'ɔksidʒən/	n.氧,氧气
ozone	/'əuzəun/	n.臭氧;(海岸等的)新鲜空气
pace	/peis,'peisi/	n.步,步伐,步调,速度v.踱步,用步测
pack	/pæk/	v.捆扎,打包;塞满,挤满n.包裹,背包,一群/副
package	/'pækidʒ/	n.包装,包裹,箱,包装费,标准部件,成套设备
packet	/'pækit/	n.小包裹,小捆;盒;一捆,一扎;邮船,班轮
pact	/pækt/	n.合同,条约,公约,协定
pad	/pæd/	n.垫,衬垫;便笺簿v.加上衬垫
paddle	/'pædl/	n.桨v.用桨划
page	/peidʒ/	n.页,记录,事件,专栏vt.给...标页码
pail	/peil/	n.桶,提桶;一桶的量
pain	/pein/	n.痛,痛苦;(pl.)努力,劳苦vt.使痛苦
painful	/'peinfl/	a.疼痛的,使痛苦的,费力/心/的,棘手的
paint	/peint/	n.油漆,颜料v.油漆;涂,涂漆;画;描绘,描述
painter	/'peintə/	n.漆工,画家
painting	/'peintiŋ/	n.上油漆,着色;绘画;油画;画法
pair	/pεə/	n.一对,一双;一副;夫妇v.配对,成对
palace	/'pælis/	n.宫,宫殿
pale	/peil/	a.苍白的,灰白的;浅的,暗淡的
palm	/pɑ:m/	n.手掌,掌状物,棕榈vt.与…握手,藏…于掌中
pamphlet	/'pæmflit/	n.小册子
pan	/pæn/	n.平底锅,盘子,面板
panda	/'pændə/	n.熊猫
panel	/'pænl/	n.面,板;控制板,仪表盘;专门小组
panic	/'pænik/	n./a.恐慌(的),惊慌(的)vt.使惊慌,使害怕
panorama	/,pænə'rɑ:mə/	n.全景,全景画,全景摄影,全景照片/装置/
pant	/pænt/	n.喘气v.喘,气喘吁吁地说
pants	/pænts/	n.裤子,短裤
paper	/'peipə/	n.纸;纸制品;报纸;(pl)文件;试卷;论文
paperback	/'peipəbæk/	n.平装本,简装本
parachute	/'pærə,ʃu:t/	n.降落伞v.跳伞
parade	/pə'reid/	n./v.游行,夸耀n.检阅,阅兵式v.使列队行进
paradigm	/'pærədim/	n.典范;范例;示例
paradox	/'pærədɔks/	n.似非而是的话,自相矛盾的话,反论
paragraph	/'pærəɡrɑ:f,-ɡræf/	n.段,节;小新闻,短评
parallel	/'pærəlel/	a.平行的,相同的,类似的n.平行线,类似,对比
paralyze	/'pærəlaiz/	v.(paralyse)使瘫痪(麻痹);使丧失作用
parameter	/pə'ræmitə/	n.参数,参量
parasite	/'pærəsait/	n.寄生虫,食客
parcel	/'pɑ:sl/	n.包裹,邮包,部分v.打包,捆扎,分配
pardon	/'pɑ:dn/	n.原谅,宽恕;请再说一遍v.原谅,饶恕,赦免
parent	/'pεərənt/	n.父母,母亲;(pl.)双亲;父母
park	/pɑ:k/	n.公园,停车场,运动场v.停放(汽车等),寄放
parliament	/'pɑ:ləmənt/	n.国会,议会
part	/pɑ:t/	n.部分,角色,一方,零件,地区,部,篇v.使分开
partial	/'pɑ:ʃəl/	a.部分的,不完全的;偏袒的,不公平的,偏爱的
participant	/pɑ:'tisipənt/	n.参加者,参与者a.有份的,参与的
participate	/pɑ:'tisipeit/	v.(in)参与,参加;分享,分担;含有,带有
particle	/'pɑ:tikl/	n.粒子,微粒;极小量;小品词,虚词
particular	/pə'tikjulə/	a.特殊的,苛求的,个别的n.详情,细节,特色
partly	/'pɑ:tli/	ad.部分地,不完全地,在一定程度上
partner	/'pɑ:tnə/	n.合作者,合伙人,合股人,伙伴,舞伴,配偶
party	/'pɑ:ti/	n.聚会,政党,当事人v.举行(参加)社交聚会
pass	/pɑ:s,pæs/	v.经/通/穿/度过;传递n.通行证;考试及格
passage	/'pəsidʒ/	n.通过,经过;通路,走廊;(一)段落,(一)节
passenger	/'pæsindʒə/	n.乘客,旅客
passer-by	/ˌpɑːsə ˈbaɪ/	n.(pl.passers-by)过路人
passion	/'pæʃən/	n.热情,激情,爱好;激怒;强烈感情
passive	/'pæsiv/	a.被动的,消极的
passport	/'pɑ:spɔ:t,'pæs-/	n.护照,达到某种目的的手段
past	/pɑ:st,pæst/	a.过去的ad.过n.过去,昔日prep.(经)过
paste	/peist/	n.糊,浆糊v.粘,贴
pastime	/'pɑ:staim/	n.消遣,娱乐
pasture	/'pɑ:stʃə,'pæs-/	n.牧草地,牧场
pat	/pæt/	v./n.轻拍,轻打,抚摸
patch	/pætʃ/	n.补丁,斑点,碎片小块v.补,修补,掩饰
patent	/'peitənt/	a.专利的,特许的n.专利(权、品)v.批准专利
path	/pɑ:θ,pæθ/	n.小路,小径;路线,轨道
pathetic	/pə'θetik/	a.可怜的,悲惨的
patience	/'peiʃəns/	n.耐心,忍耐
patient	/'peiʃənt/	a.有耐心的,能忍耐的n.病人,患者
patriotic	/,pætri'ɔtik/	a.爱国的
patrol	/pə'trəul/	v.巡逻,巡查n.巡逻,巡查;巡逻队
patron	/'peitrən/	n.赞助人;资助人;老顾客,老主顾
pattern	/'pætən/	n.模式,式样;图案,图样v.仿制,模仿
pause	/pɔ:z/	v./n.中止,暂停
pave	/peiv/	v.铺砌,铺(路)
pavement	/'peivmənt/	n.人行道
paw	/pɔ:/	n.爪
pay	/pei/	v.付款,付出代价,给予注意n.工资,薪金
payment	/'peimənt/	n.支付,付款额
pea	/pi:/	n.豌豆
peace	/pi:s/	n.和平;平静,安宁
peaceful	/'pi:sful/	a.和平的,平静的,安宁的,爱好和平的
peach	/pi:tʃ/	n.桃,桃树
peak	/pi:k/	n.山顶,最高点;峰,山峰a.高峰的,最高的
peanut	/'pi:nʌt/	n.花生
pear	/pεə/	n.梨子,梨树
pearl	/pə:l/	n.珍珠
peasant	/'pezənt/	n.(不用于英国或美国)小农;佃农;农民
pebble	/'pebl/	n.卵石
peculiar	/pi'kju:ljə/	a.古怪的,异常的;特殊的,特有的
pedal	/'pedl/	n.踏板v.踩踏板,骑自行车
pedestrian	/pi'destriən/	n.步行者a.徒步的,呆板的,通俗的
peel	/pi:l/	v.削皮,剥皮n.果皮
peep	/pi:p/	v.偷看,窥视
peer	/piə/	n.同辈,同等地位的人;贵族v.凝视,隐约出现
pen	/pen/	n.钢笔,圆珠笔,作家,围栏vt.写,关入栏中
penalty	/'penəlti/	n.处罚,刑罚,惩罚,罚金
pencil	/'pensəl/	n.铅笔vt.用铅笔写
pendulum	/'pendjuləm,-dʒə-/	n.摆,钟摆
penetrate	/'penitreit/	v.穿过,渗入,看穿
peninsula	/pi'ninsjulə/	n.半岛
penny	/'peni/	n.便士,美分
pension	/'penʃən/	n.养老金,抚恤金
people	/'pi:pl/	n.人们,人;/the-/人民;一国人民,民族
pepper	/'pepə/	n.胡椒粉,胡椒;辣椒
per	/强pə:,弱pə/	prep.每;经,由
perceive	/pə'si:v/	v.察觉,感知;理解,领悟
percent	/pə'sent/	n.(percent)百分之...的
percentage	/pə'sentidʒ/	n.百分数,百分率,百分比
perfect	/'pə:fikt,pə'fekt/	a.完善的;完全的;(语法)完成的v.使完美
perfection	/pə'fekʃən/	n.尽善尽美,完美
perform	/pə'fɔ:m/	v.履行,执行;表演,演出;完成(事业)
performance	/pə'fɔ:məns/	n.履行,执行;表演,演出;性能,特性;成绩
perfume	/pə'fju:m/	n.香味,芳香;香料v.使发香,洒香水于
perhaps	/pə'hæps,præps/	ad.也许,大概,恐怕
period	/'piəriəd/	n.时期,时代;学时;周期,一段时间;句点
periodical	/,piəri'ɔdikəl/	n.期刊,杂志a.周期的,定期的
perish	/'periʃ/	v.丧生;凋谢;毁灭,消亡
permanent	/'pə:mənənt/	a.永久的,持久的
permeate	/'pə:mieit/	v.弥漫,遍布,散布;渗入,渗透
permission	/pə'miʃən/	n.允许,同意
permit	/pə'mit/	v.许可,允许n.许可证,执照
perpetual	/pə'petʃuəl,-tju-/	a.永久的,永恒的,长期的
perplex	/pə'pleks/	v.使困惑,使费解,使复杂化
persecute	/'pə:sikju:t/	v.迫害
persevere	/,pə:si'viə/	v.坚持,坚忍,不屈不挠
persist	/pə'sist,-'zist/	v.(in)坚持,持续
person	/'pə:sən/	n.人,喜欢(或适应)..的人;人物;人称
personal	/'pə:sənl/	a.个人的,私人的;亲自的;身体的,人身的
personality	/,pə:sə'næləti/	n.人格,个性
personnel	/,pə:sə'nel/	n.全体人员,全体职员;人事(部门)
perspective	/pə'spektiv/	n.透视画法,透视图;远景,前途;观点,看法
persuade	/pə'sweid/	v.说服,劝说;(of)使相信
persuasion	/pə'sweiʒən/	n.说服,说服力
pessimistic	/,pesi'mistik/	a.悲观(主义)的
pest	/pest/	n.害虫
pet	/pet/	n.爱畜,宠儿a.宠爱的,表示亲昵的
petition	/pi'tiʃən/	n.请愿书,申请书v.(向…)请愿,正式请求
petrol	/'petrəl/	n.汽油
petroleum	/pi'trəuliəm,pə-/	n.石油
petty	/'peti/	a.小(器、规模)的,不重要的,细微的,卑鄙的
pharmacy	/'fɑ:məsi/	n.药房,药剂学,制药业,配药业,一批备用药品
phase	/feiz/	n.阶段,状态,时期;相,相位
phenomenon	/fi'nɔminən,fə-/	n.现象,稀有现象,珍品,奇迹,杰出人才
philosopher	/fi'lɔsəfə,fə-/	n.哲学家,哲人
philosophy	/fi'lɔsəfi,fə-/	n.哲学,哲理,人生观,价值观,世界观
phone	/fəun/	n.(telephone)电话,电话机,耳机v.打电话
photo	/'fəutəu/	n.(photograph)照片
phrase	/freiz/	n.短语,词语,习语
physical	/'fizikəl/	a.物质的;肉体的,身体的;自然科学的,物理的
physician	/fi'ziʃən/	n.内科医生
physicist	/'fizisist/	n.物理学家
physics	/'fiziks/	n.物理(学)
physiological	/,fiziə'lɔdʒikəl/	a.生理学的,生理学上的
piano	/pi'ænəu,pi'ɑ:-/	n.钢琴
pick	/pik/	v.拾,采,摘;挑选,选择n.镐,鹤嘴锄
pickup	/'pikʌp/	n.拾起,获得
picnic	/'piknik/	n.野餐v.(去)野餐
picture	/'piktʃə/	n.画,图片;影片;美景v.画,描述,想象
pie	/pai/	n.馅饼
piece	/pi:s/	n.(一)件/片/篇;碎片v.(together)拼合,拼凑
pierce	/piəs/	v.剌穿,刺破
pig	/piɡ/	n.猪,猪肉;猪一般的人(指肮脏,贪吃的人)
pigeon	/'pidʒin/	n.鸽
pile	/pail/	n.堆,大量,大数目v.(up)堆,叠,堆积
pilgrim	/'pilɡrim/	n.(在国外)旅游者;朝圣者,最初的移民
pill	/pil/	n.药丸
pillar	/'pilə/	n.柱,台柱,栋梁
pillow	/'piləu/	n.枕头
pilot	/'pailət/	n.飞行员;领港员v.驾驶(飞机等);领航,引水
pin	/pin/	n.钉;大头针,别针,徽章v.(up)钉住,别住
pinch	/pintʃ/	v.捏,掐,拧;收缩;紧急关头;匮乏;压力
pine	/pain/	n.松树
pink	/piŋk/	n.粉红色a.粉红色的
pint	/paint/	n.品脱
pioneer	/,paiə'niə/	n.先驱,倡导者,开拓者
pipe	/paip/	n.管子,导管;烟斗;笛
pirate	/'paiərit/	n./v.海盗,盗版(者)
pistol	/'pistl/	n.手枪
piston	/'pistən/	n.活塞
pit	/pit/	n.坑,陷阱;煤矿,矿井
pitch	/pitʃ/	n.沥青;掷v.用沥青覆盖;投掷,扔
pity	/'piti/	v.(觉得)可怜,惋惜n.憾事,怜悯
place	/pleis/	n.地方;名次;地位;寓所v.安排;放置;投(资)
plague	/pleiɡ/	n.瘟疫,灾害,麻烦,苦恼vt.折磨,使苦恼
plain	/plein/	a.明白的;朴素的;坦率;平凡n.平原,旷野
plan	/plæn/	n.计划,规划;平面图,设计图v.计划
plane	/plein/	n.飞机;平面,水平面
planet	/'plænit/	n.行星
plant	/plɑ:nt,plænt/	n.植物,作物;工厂;装置v.栽种,播种,栽培
plantation	/plæn'teiʃən/	n.种植园
plaster	/'plɑ:stə,'plæs-/	n.灰泥;熟石膏;膏药
plastic	/'plæstik,'plɑ:s-/	n.(常pl.)塑料,塑料制品a.可塑的,塑性的
plate	/pleit/	n.金属板,片;盘子,盆子;板,钢板v.镀,电镀
plateau	/'plætəu,plæ't-/	n.高原,平稳状态/时期/
platform	/'plætfɔ:m/	n.平台,台;站台,月台;政纲,党纲
plausible	/'plɔ:zəble/	a.似是而非的,似乎合理的,似乎可信的
play	/plei/	v.玩,做游戏;参加比赛n.游戏;玩耍;剧本
playground	/'pleiɡraund/	n.运动场,游戏场
plea	/pli:/	n.(法律)抗辩;请求,恳求,托词,口实
plead	/pli:d/	v.恳求,请求;为…辩护;提出…为理由
pleasant	/'plezənt/	a.令人愉快的vt.使高兴vi.满意;喜欢
please	/pli:z/	v.请;使愉快,使满意;喜欢,愿意
pleasure	/'pleʒə,'plei-/	n.愉快,快乐;乐事,乐趣
pledge	/pledʒ/	n.誓约;保证v.发誓;保证
plentiful	/'plentiful/	a.富裕的,丰富的
plenty	/'plenti/	n.丰富,大量
plight	/plait/	n.情况,状态,困境,盟誓(婚姻)v.保证,约定
plot	/plɔt/	n.秘密计划;情节v.标绘,绘制;密谋,策划
plough	/plau/	n.(plow)犁,耕地,犁过的地v.犁,费力地前进
plug	/plʌɡ/	n.塞子,插头v.堵,塞,插上,插栓
plumber	/'plʌmə/	n.(装修水管的)管子工
plunge	/plʌndʒ/	v.(into)(使)投入,(使)插进,陷入;猛冲
plural	/'pluərəl/	a.复数的n.复数
plus	/plʌs/	prep.加上a.正的,加的n.加号,正号
pneumonia	/nju:'məunjə/	n.肺炎
pocket	/'pɔkit/	n.衣袋a.袖珍的,小型的v.把…装入袋内
poem	/'pəuim/	n.诗
poet	/'pəuit/	n.诗人
poetry	/'pəuitri/	n.诗歌,诗集
point	/pɔint/	n.尖;点;条款;分数,得分;论点v.(at,to)指
poison	/'pɔizən/	n.毒物,毒药v.放毒,毒害,污染
poisonous	/'pɔizənəs/	a.有毒的,恶意的,恶毒的,道德败坏的
poke	/pəuk/	n.刺,戳,懒汉,袋子v.戳,刺,伸出,刺探,闲荡
polar	/'pəulə/	a.两极的,极地的,南辕北辙的n.极线,极面
pole	/pəul/	n.柱,杆;地极,磁极,电极
police	/pə'li:s/	n.警察,警察机关a.警察的v.管辖
policeman	/pə'li:smən/	n.警察
policy	/'pɔlisi/	n.政策,方针
polish	/'pɔliʃ/	v.磨光,擦亮;使优美,润饰n.擦光剂,上光蜡
polite	/'pə:lait/	a.有礼貌的,客气的;有教养的,文雅的
political	/pə'litikəl/	a.政治的
politician	/,pɔli'tiʃən/	n.政治家,政客
politics	/'pɔlitiks/	n.政治,政治学;政纲,政见
poll	/pəul/	n.民意测验;(pl.)政治选举v.获得…选票
pollute	/pə'lju:t/	v.弄脏,污染
pollution	/pə:'lju:ʃən/	n.污染
pond	/pɔnd/	n.池塘
ponder	/'pɔndə/	v.沉思,考虑
pool	/pu:l/	n.水池,游泳池;合资经营v.合伙经营,联营
poor	/puə,pɔ:/	a.贫困的;可怜的;贫乏的;贫瘠的;低劣的
pop	/pɔp/	a.流行的n.(发出)砰的一声v.突然出现
pope	/pəup/	n.罗马教皇,主教,大腿上要害部位
popular	/'pɔpjulə/	a.流行的,通俗的,大众的;广受欢迎的
population	/,pɔpju'leiʃən/	n.人口,(全体)居民
porcelain	/'pɔ:səlin,-lein/	n.瓷器a.精制的,瓷器的
porch	/pɔ:tʃ/	n.门廊,入口处
pork	/pɔ:k/	n.猪肉
port	/pɔ:t,pəut/	n.港口
portable	/'pɔ:təbl,'pəu-/	a.轻便的,手提(式)的,可移动的
porter	/'pɔ:tə,'pəu-/	n.守门人,门房,行李搬运工,服务员
portion	/'pɔ:ʃən,'pəu-/	n.一部分,一份
portrait	/'pɔ:trit,-treit,'pəu-/	n.肖像,画像
portray	/pɔ:'trei,pəu-/	v.描写,描述;画(人物、景象等)
pose	/pəuz/	n.姿势,姿态v.造成,提出,摆姿势,佯装
position	/pə'ziʃən/	n.位置;职位;姿势,姿态;见解,立场,形势
positive	/'pɔzətiv,-zi-/	a.肯定的,积极的,绝对的,无疑的,正的
possess	/pə'zes/	v.占有,拥有
possession	/pə'zeʃən/	n.持有,拥有;所有权;所有物;(pl.)财产,财富
possibility	/,pɔsə'biləti/	n.可能,可能性;可能的事,希望
possible	/'pɔsəbl/	a.可能的,做得到的;合理的;可允许的
possibly	/'pɔsəbli/	ad.可能地,也许;无论如何
post	/pəust/	v.贴出;公告;投寄n.(支)柱;邮政,邮寄;职位
postage	/'pəustidʒ/	n.邮费,邮资
postcard	/ˈpəʊstkɑːd/	n.明信片
poster	/'pəustə/	n海报,张贴的大幅广告
postman	/'pəustmən/	n.邮递员
postpone	/pəust'pəun,pə'sp-/	v.推迟,延期
posture	/'pɔstʃə/	n.姿势,姿态,心态,态度v.作出某种姿势
pot	/pɔt/	n.罐,壶
potato	/pə'teitəu/	n.马铃薯,土豆
potential	/pəu'tenʃəl/	a.潜在的,可能的n.潜能,潜力
poultry	/'pəultri/	n.家禽
pound	/paund/	n.磅;英镑v.(连续)猛击,(猛烈)敲打,捣碎
pour	/pɔ:/	v.灌注,倾泻,涌入,流,倾盆大雨
poverty	/'pɔvəti/	n.贫穷,贫困
powder	/'paudə/	n.粉末,药粉;火药,炸药
power	/pauə/	n.力,精力;功率,电力;(数学)幂;权力,势力
powerful	/'pauəful/	a.强大的,有力的,有权的
practical	/'præktikəl/	a.实际的,实用的
practically	/'præktikəli/	ad.几乎,实际上,简直
practice	/'præktis/	n.练习,实践,实际,业务,惯例,习惯
practise	/'præktis/	v.练习,实习,实践,实行,使...练习,训练
practitioner	/præk'tiʃənə/	n.实践者,从事者;(医生或律师等)开业者
praise	/preiz/	v.赞扬,歌颂;表扬n.称赞,赞美;赞美的话
pray	/prei/	v.请求,恳求;祈祷,祈求
prayer	/preə/	n.祈祷,祷告,祷文
preach	/pri:tʃ/	v.宣讲(教义),布道;竭力鼓吹,宣传;说教
precaution	/pri'kɔ:ʃən/	n.预防,谨慎,警惕
precede	/pri:'si:d,pri-/	v.领先(于),在(…之前);优先,先于
precedent	/pri'si:dənt,'presi-/	n.先例
preceding	/pri'si:diŋ,'pri:-/	a.在前的,在先的
precious	/'preʃəs/	a.珍贵的,贵重的
precise	/pri'sais/	a.精确的,准确的
precision	/pri'siʒən/	n.精确,精确度
preclude	/pri'klu:d/	v.排除,阻止,妨碍
predecessor	/'pri:disesə,'pre-/	n.前辈,前任
predict	/pri'dikt/	v.预言,预测,预告
predominant	/,pri'dɔminənt/	a.(over)占优势的;主要的,突出的
preface	/'prefis/	n.序言,引言,前言v.作序,写前言
prefer	/pri'fə:/	v.(to)更喜欢,宁愿
preferable	/'prefərəbl/	a.(to)更可取的,更好的
preference	/'prefərəns/	n.(for,to)偏爱,喜爱;优惠;优先选择
pregnant	/'preɡnənt/	a.怀孕的,孕育的,充满的,意味深长的
